"1";"Referência;2016;2016;2016;2016;2015;2015;2015;2015;2014;2014;2014;2014"
"2";";Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh);Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh);Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh)"
"3";";P;FP;P;FP;P;FP;P;FP;P;FP;P;FP"
"1";100.8;254.52;4989;59163;90.16;310;4137;52916;159.6;368.24;5716;52916
"2";537.6;624.12;8206;118769;712.88;788.8;15887;114410;547.68;646;13752;110609
"3";620.76;748.44;26654;137737;706.72;784.32;25793;139829;633.78;731.96;23328.5;129682
"4";624.96;719.88;25065;133994;556.08;614.64;18718;103116;449.68;749.04;8368;155791
"5";383.88;624.68;17033;102337;393.12;435.36;17033;92390;374.64;630.24;7234;98246
"6";291.48;451.22;12187;72560;351.12;407.92;15544;86155;204.96;405.12;6757;89781
"7";278.04;262.08;10661;62394;160.44;167.16;10856;67005;298.48;264;10856;64051
"8";284.76;263.76;15054;76655;316.68;322.56;16454;84628;273.28;220.88;10666;60836
"9";422.52;556.08;14948;78381;442.68;486.36;16752;89866;249.76;489.68;7329;99793
"10";482.16;535.08;18970;98331;427.56;504;17071;92606;371.28;519.36;11822;72365
"11";517.44;698.88;17244;104687;479.64;708.12;16757;106497;487.76;590.56;15554;103553
"12";480.48;655.2;15359;114834;432.6;608.16;15106;108539;478.24;638.72;14806;99844
