"1";"Referência;2016;2016;2016;2016;2015;2015;2015;2015;2014;2014;2014;2014"
"2";";Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh);Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh);Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh)"
"3";";P;FP;P;FP;P;FP;P;FP;P;FP;P;FP"
"1";81.65;96.77;1018;7007;93.41;94.4;1434;6430;126;117.92;2391;9118
"2";21.67;58.97;907;7532;94.08;89.7;1384;6813;94.08;74.4;1384;1391.93
"3";120.45;134.56;4436.96;15874.86;124.99;110.86;4144;16690;120.45;94.56;4144;7819.86
"4";132.04;116.42;4624.83;17114.2;115.58;105.49;3950;15044;120.96;102.46;4415;15834
"5";97.44;111.89;2610.09;15162;97.44;81.89;2553;9562;137.42;134.3;3510;13846
"6";73.08;69.04;2793.54;10464.42;65.18;33.17;3529;11840;56.45;30.48;2830;8633
"7";67.03;62.49;2843.06;12369.42;61.15;28.46;2616;9070;63.5;32.83;2754;8934
"8";50.9;50.9;2230.32;10343.21;62.5;28.46;2294;7382;49.39;29.47;1590;3921
"9";59.97;54.43;3097.33;12474.5;97.78;78.86;3622;11635;56.45;28.46;2606;8277
"10";79.12;95.25;2739.99;12132.28;95.76;133.73;4379;18671;58.46;40.9;2623;7098
"11";120.45;133.05;3163.98;12871.27;91.22;92.74;1922;6800;101.47;100.78;2666;9693
"12";111.88;132.05;3127.06;14081.38;80.14;132.05;2817;11438;85.01;92.05;2707;9030
