"1";"Referência;2016;2016;2016;2016;2015;2015;2015;2015;2014;2014;2014;2014"
"2";";Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh);Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh);Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh)"
"3";";P;FP;P;FP;P;FP;P;FP;P;FP;P;FP"
"1";100.8;254.52;4989;59163;90.16;350;4137;62126;159.6;408.24;5716;62126
"2";537.6;624.12;8206;118769;712.88;828.8;15887;122570;547.68;686;13752;118769
"3";620.76;748.44;26654;137737;706.72;824.32;25793;147884;633.78;771.96;23328.5;137737
"4";624.96;719.88;25065;133994;556.08;654.64;18718;110151;449.68;789.04;8368;162826
"5";383.88;624.68;17033;102337;393.12;465.36;17033;97990;374.64;660.24;7234;103846
"6";291.48;451.22;12187;72560;351.12;437.92;15544;92115;204.96;435.12;6757;95741
"7";278.04;262.08;10661;62394;160.44;167.16;10856;67005;298.48;294;10856;69956
"8";284.76;263.76;15054;76655;316.68;322.56;16454;84628;273.28;250.88;10666;68231
"9";422.52;556.08;14948;78381;442.68;486.36;16752;89866;249.76;519.68;7329;106068
"10";482.16;535.08;18970;98331;427.56;504;17071;92606;371.28;549.36;11822;79690
"11";517.44;698.88;17244;104687;479.64;708.12;16757;106497;487.76;630.56;15554;111618
"12";480.48;655.2;15359;114834;432.6;608.16;15106;108539;478.24;678.72;14806;110379
