"1";"Referência;2016;2016;2016;2016;2015;2015;2015;2015;2014;2014;2014;2014"
"2";";Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh);Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh);Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh)"
"3";";P;FP;P;FP;P;FP;P;FP;P;FP;P;FP"
"1";97.6;103.04;1336;13255;31.68;68.16;1336;14608;33.6;50.24;1207;11155
"2";93.44;95.68;3274.8;18277.2;120.96;144;3438;22798;107.2;104.72;3193.86;19668.54
"3";139.2;134.4;6287.68;28305.04;128.96;123.52;5246;24425;134.08;120.56;4889.14;22268.44
"4";128.64;114.24;5320.64;25578.64;111.68;94.72;3810;19627;125.12;132.16;4557;28634
"5";85.76;83.52;3171;17407;85.76;84.48;3372;17407;106.56;83.52;3171;17750
"6";55.68;49.6;2311.6;13773.84;73.92;75.84;3057;16807;62.4;54.08;2748;16396
"7";59.04;54;1882;12265.58;60.8;70.08;1793;11926;56;52.8;1996;13682
"8";65.28;56.64;3832.2;18372.72;75.84;52.16;3653;17841;59.52;50.56;2726;14965
"9";82.08;85.44;3271.8;17652.48;100.48;76.32;3097.4;19989;69.44;76.32;2923;16525
"10";95.52;106.56;3812.88;19649.04;100.48;102.08;3666;19574;85.44;121.6;2840;17146
"11";107.52;109.92;3450.84;20510.88;125.12;125.12;3694;22291;96;99.84;3297;20428
"12";96.96;121.92;3211.8;22933.8;119.36;125.76;3052;22519;99.84;110.72;2937;20651
