"1";"Referência;2016;2016;2016;2016;2015;2015;2015;2015;2014;2014;2014;2014"
"2";";Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh);Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh);Demanda (kW);Demanda (kW);Energia (kWh);Energia (kWh)"
"3";";P;FP;P;FP;P;FP;P;FP;P;FP;P;FP"
"1";81.65;96.77;1018;7007;93.41;134.4;1434;15640;126;157.92;2391;18328
"2";21.67;58.97;907;7532;94.08;129.7;1384;14973;94.08;114.4;1384;9551.93
"3";120.45;134.56;4436.96;15874.86;124.99;150.86;4144;24745;120.45;134.56;4144;15874.86
"4";132.04;116.42;4624.83;17114.2;115.58;145.49;3950;22079;120.96;142.46;4415;22869
"5";97.44;111.89;2610.09;15162;97.44;111.89;2553;15162;137.42;164.3;3510;19446
"6";73.08;69.04;2793.54;10464.42;65.18;63.17;3529;17800;56.45;60.48;2830;14593
"7";67.03;62.49;2843.06;12369.42;61.15;58.46;2616;14975;63.5;62.83;2754;14839
"8";50.9;50.9;2230.32;10343.21;62.5;58.46;2294;14777;49.39;59.47;1590;11316
"9";59.97;54.43;3097.33;12474.5;97.78;108.86;3622;17910;56.45;58.46;2606;14552
"10";79.12;95.25;2739.99;12132.28;95.76;133.73;4379;18671;58.46;70.9;2623;14423
"11";120.45;133.05;3163.98;12871.27;91.22;92.74;1922;6800;101.47;140.78;2666;17758
"12";111.88;132.05;3127.06;14081.38;80.14;132.05;2817;11438;85.01;132.05;2707;19565
